Trip ID,SURVEYZONE_START,SURVEYZONE_END,qGENDER,qINCOME,qRACECODE,qCARACCESS,qPurposeRecode,Day Grouping,Within Zone?,Income Group,Purpose Grouping,qSustainableMode
5253,Northern Manhattan,Manhattan Core,Female,"150,000− 199,999",Hispanic,own car,Social/recreation,Weekday,outside,high income,Social,Yes
5254,Northern Bronx,Northern Bronx,Male," 75,000 -  99,999",Black,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
5255,Northern Manhattan,Northern Manhattan,Female,"15,000− 24,999",Hispanic,NO car,Personal errands,Weekday,within,low income,Others,Yes
5256,Middle Queens,Inner Queens,Female,"50,000 -  74,999",Black,own car,Personal errands,Weekday,outside,low income,Others,No
5257,Northern Bronx,Northern Bronx,Female,"25,000− 34,999",Black,NO car,Dining,Weekday,within,low income,Social,Yes
5258,Southern Bronx,Northern Bronx,Male,"35,000− 49,999",Black,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5259,Manhattan Core,Manhattan Core,Male,"100,000− 149,999",Asian,NO car,School,Weekday,within,middle income,Work/School,Yes
5260,Outer Queens,Inner Queens,Female,"25,000− 34,999",Black,NO car,Other,Weekday,outside,low income,Others,Yes
5261,Northern Manhattan,Northern Manhattan,Female," 75,000 -  99,999",White,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5262,Manhattan Core,Manhattan Core,Female,"Less than 14,999",White,own car,Social/recreation,Weekday,within,low income,Social,Yes
5263,Northern Bronx,Northern Bronx,Male," 75,000 -  99,999",Black,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
5264,Northern Bronx,Northern Bronx,Female,"Less than 14,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5265,Southern Bronx,Inner Queens,Female," 75,000 -  99,999",Black,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
5266,Manhattan Core,Manhattan Core,Male,"200,000 and above",White,own car,Commute to/from work,Weekday,within,high income,Work/School,Yes
5267,Outer Queens,Manhattan Core,Male,"50,000 -  74,999",Asian,own car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5268,Outer Brooklyn,Inner Queens,Male,"35,000− 49,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5269,Middle Queens,Inner Queens,Female,"35,000− 49,999",Hispanic,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
5270,Outer Brooklyn,Outer Brooklyn,Female,"15,000− 24,999",White,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5271,Outer Queens,Manhattan Core,Female," 75,000 -  99,999",Hispanic,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
5272,Inner Brooklyn,Inner Brooklyn,Male,"50,000 -  74,999",White,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5273,Inner Brooklyn,Inner Brooklyn,Female,"15,000− 24,999",Other,NO car,Shopping,Weekday,within,low income,Social,No
5274,Inner Queens,Inner Queens,Female,"25,000− 34,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5275,Outer Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",White,own car,Shopping,Weekday,outside,low income,Social,No
5276,Southern Bronx,Southern Bronx,Female,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5277,Northern Bronx,Northern Bronx,Female,"Less than 14,999",Hispanic,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
5278,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5279,Manhattan Core,Manhattan Core,Female,"Less than 14,999",Hispanic,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
5280,Inner Brooklyn,Manhattan Core,Female,"50,000 -  74,999",White,NO car,Medical visit (doctor's office),Weekday,outside,low income,Others,Yes
5281,Southern Bronx,Southern Bronx,Male,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5282,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",Hispanic,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
5283,Northern Manhattan,Manhattan Core,Female,"35,000− 49,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5284,Northern Bronx,Northern Bronx,Female,"50,000 -  74,999",Hispanic,own car,Other,Weekday,within,low income,Others,Yes
5285,Inner Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",Black,NO car,School,Weekday,within,low income,Work/School,Yes
5286,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",White,NO car,Dining,Weekday,within,low income,Social,Yes
5287,Northern Bronx,Northern Bronx,Male,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5288,Inner Brooklyn,Inner Brooklyn,Male,"35,000− 49,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5289,Outer Queens,Outer Queens,Female,"25,000− 34,999",Hispanic,own car,Commute to/from work,Weekday,within,low income,Work/School,No
5290,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5291,Outer Brooklyn,Inner Brooklyn,Male,"Less than 14,999",Hispanic,NO car,Medical visit (doctor's office),Weekday,outside,low income,Others,Yes
5292,Northern Manhattan,Northern Manhattan,Female,"50,000 -  74,999",Other,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5293,Northern Bronx,Manhattan Core,Male,"35,000− 49,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5294,Manhattan Core,Manhattan Core,Male,"200,000 and above",White,own car,School,Weekday,within,high income,Work/School,Yes
5295,Manhattan Core,Manhattan Core,Female,"200,000 and above",White,NO car,Commute to/from work,Weekday,within,high income,Work/School,Yes
5296,Outer Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",White,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5297,Manhattan Core,Manhattan Core,Male,"200,000 and above",Asian,NO car,Commute to/from work,Weekday,within,high income,Work/School,Yes
5298,Northern Bronx,Northern Bronx,Female,"35,000− 49,999",Hispanic,own car,Commute to/from work,Weekday,within,low income,Work/School,No
5299,Northern Bronx,Manhattan Core,Male,"200,000 and above",Asian,own car,Commute to/from work,Weekday,outside,high income,Work/School,Yes
5300,Inner Queens,Inner Queens,Male," 75,000 -  99,999",Hispanic,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
5301,Inner Queens,Inner Queens,Female,"35,000− 49,999",Hispanic,NO car,Social/recreation,Weekday,within,low income,Social,No
5302,Manhattan Core,Manhattan Core,Male,"200,000 and above",White,NO car,Commute to/from work,Weekday,within,high income,Work/School,Yes
5303,Outer Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Hispanic,own car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5304,Middle Queens,Middle Queens,Male,"100,000− 149,999",Asian,own car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5305,Northern Manhattan,Northern Manhattan,Female," 75,000 -  99,999",Hispanic,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5306,Southern Bronx,Southern Bronx,Female,"Less than 14,999",Hispanic,NO car,School,Weekday,within,low income,Work/School,Yes
5307,Inner Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5308,Manhattan Core,Manhattan Core,Female,"15,000− 24,999",Hispanic,NO car,Shopping,Weekday,within,low income,Social,Yes
5309,Northern Bronx,Northern Bronx,Female,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5310,Northern Bronx,Northern Bronx,Female," 75,000 -  99,999",Black,own car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5311,Manhattan Core,Inner Brooklyn,Female,"50,000 -  74,999",White,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5312,Northern Manhattan,Manhattan Core,Female,"15,000− 24,999",Hispanic,own car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5313,Southern Bronx,Manhattan Core,Male,"35,000− 49,999",Black,NO car,Personal errands,Weekday,outside,low income,Others,Yes
5314,Manhattan Core,Manhattan Core,Female,"15,000− 24,999",Hispanic,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
5315,Inner Brooklyn,Inner Brooklyn,Female,"200,000 and above",Hispanic,own car,Social/recreation,Weekday,within,high income,Social,No
5316,Southern Bronx,Southern Bronx,Female,"50,000 -  74,999",Black,NO car,Social/recreation,Weekday,within,low income,Social,Yes
5317,Inner Queens,Inner Queens,Male,"50,000 -  74,999",Asian,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5318,Middle Queens,Inner Queens,Male,"150,000− 199,999",Hispanic,own car,Commute to/from work,Weekday,outside,high income,Work/School,No
5319,Northern Manhattan,Manhattan Core,Female,"35,000− 49,999",Black,NO car,Personal errands,Weekday,outside,low income,Others,Yes
5320,Outer Brooklyn,Outer Brooklyn,Female,"25,000− 34,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,No
5321,Middle Queens,Northern Bronx,Female,"50,000 -  74,999",White,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
5322,Manhattan Core,Manhattan Core,Female,"100,000− 149,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5323,Outer Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",White,NO car,Business,Weekday,outside,low income,Work/School,No
5324,Inner Brooklyn,Inner Brooklyn,Male,"Less than 14,999",Other,NO car,School,Weekday,within,low income,Work/School,Yes
5325,Southern Bronx,Manhattan Core,Female,"35,000− 49,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5326,Inner Brooklyn,Manhattan Core,Female,"200,000 and above",White,NO car,Commute to/from work,Weekday,outside,high income,Work/School,Yes
5327,Northern Bronx,Manhattan Core,Female,"25,000− 34,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5328,Outer Brooklyn,Inner Brooklyn,Male,"50,000 -  74,999",White,own car,Accompanying other traveler,Weekday,outside,low income,Others,Yes
5329,Manhattan Core,Manhattan Core,Female,"150,000− 199,999",White,own car,Commute to/from work,Weekday,within,high income,Work/School,Yes
5330,Manhattan Core,Manhattan Core,Female,"200,000 and above",Asian,NO car,School,Weekday,within,high income,Work/School,Yes
5331,Outer Brooklyn,Outer Brooklyn,Female," 75,000 -  99,999",Hispanic,own car,Business,Weekday,within,middle income,Work/School,No
5332,Outer Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5333,Inner Brooklyn,Inner Brooklyn,Female,"15,000− 24,999",Hispanic,NO car,Social/recreation,Weekday,within,low income,Social,Yes
5334,Outer Brooklyn,Inner Brooklyn,Female,"25,000− 34,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5335,Northern Manhattan,Northern Manhattan,Male,"200,000 and above",White,own car,Business,Weekday,within,high income,Work/School,Yes
5336,Southern Bronx,Southern Bronx,Female,"50,000 -  74,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,No
5337,Manhattan Core,Manhattan Core,Female,"50,000 -  74,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5338,Outer Brooklyn,Inner Brooklyn,Female,"25,000− 34,999",Black,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5339,Southern Bronx,Manhattan Core,Male,"35,000− 49,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5340,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",Black,NO car,Dining,Weekday,within,low income,Social,Yes
5341,Inner Brooklyn,Inner Brooklyn,Female,"25,000− 34,999",Black,NO car,Shopping,Weekday,within,low income,Social,Yes
5342,Outer Brooklyn,Outer Brooklyn,Male,"Less than 14,999",Black,NO car,Shopping,Weekday,within,low income,Social,Yes
5343,Inner Queens,Manhattan Core,Female,"100,000− 149,999",White,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
5344,Inner Brooklyn,Inner Brooklyn,Female,"15,000− 24,999",Hispanic,NO car,School,Weekday,within,low income,Work/School,Yes
5345,Southern Bronx,Northern Bronx,Female,"Less than 14,999",Hispanic,own car,Medical visit (doctor's office),Weekday,outside,low income,Others,No
5346,Northern Manhattan,Northern Manhattan,Male,"35,000− 49,999",Hispanic,NO car,Social/recreation,Weekday,within,low income,Social,No
5347,Inner Brooklyn,Inner Brooklyn,Female,"25,000− 34,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5348,Manhattan Core,Manhattan Core,Female,"200,000 and above",White,NO car,Social/recreation,Weekday,within,high income,Social,Yes
5349,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
5350,Inner Brooklyn,Inner Queens,Female,"100,000− 149,999",Black,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,No
5351,Outer Brooklyn,Outer Brooklyn,Male,"15,000− 24,999",Black,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
5352,Northern Manhattan,Manhattan Core,Female,"Less than 14,999",White,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5353,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Black,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
5354,Manhattan Core,Manhattan Core,Female,"Less than 14,999",White,own car,Commute to/from work,Weekday,within,low income,Work/School,No
5355,Northern Bronx,Manhattan Core,Female,"50,000 -  74,999",Black,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5356,Northern Manhattan,Northern Manhattan,Male,"25,000− 34,999",Black,NO car,Other,Weekday,within,low income,Others,Yes
5357,Northern Manhattan,Manhattan Core,Female,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5358,Inner Brooklyn,Inner Brooklyn,Male,"Less than 14,999",Black,NO car,Dining,Weekday,within,low income,Social,Yes
5359,Inner Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",Black,own car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5360,Manhattan Core,Manhattan Core,Female," 75,000 -  99,999",White,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5361,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",Other,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5362,Southern Bronx,Manhattan Core,Female,"Less than 14,999",Black,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5363,Manhattan Core,Inner Queens,Female,"50,000 -  74,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5364,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5365,Southern Bronx,Southern Bronx,Female,"Less than 14,999",Hispanic,NO car,School,Weekday,within,low income,Work/School,Yes
5366,Outer Brooklyn,Inner Brooklyn,Male,"15,000− 24,999",Black,NO car,Social/recreation,Weekday,outside,low income,Social,Yes
5367,Southern Bronx,Southern Bronx,Female,"25,000− 34,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5368,Southern Bronx,Southern Bronx,Female,"35,000− 49,999",Black,NO car,Social/recreation,Weekday,within,low income,Social,Yes
5369,Northern Manhattan,Inner Brooklyn,Male,"35,000− 49,999",Black,own car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5370,Manhattan Core,Manhattan Core,Male,"150,000− 199,999",White,own car,Commute to/from work,Weekday,within,high income,Work/School,No
5371,Inner Brooklyn,Inner Brooklyn,Male,"100,000− 149,999",Hispanic,NO car,Personal errands,Weekday,within,middle income,Others,Yes
5372,Southern Bronx,Manhattan Core,Female,"50,000 -  74,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5373,Northern Manhattan,Northern Bronx,Male,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5374,Northern Bronx,Northern Bronx,Female,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5375,Outer Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",White,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
5376,Northern Bronx,Northern Bronx,Female,"50,000 -  74,999",Hispanic,own car,Social/recreation,Weekday,within,low income,Social,No
5377,Southern Bronx,Northern Bronx,Female,"15,000− 24,999",Hispanic,NO car,Social/recreation,Weekday,outside,low income,Social,Yes
5378,Outer Brooklyn,Outer Brooklyn,Male," 75,000 -  99,999",Hispanic,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
5379,Southern Bronx,Staten Island,Male,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,No
5380,Outer Queens,Outer Queens,Female,"25,000− 34,999",Hispanic,own car,Personal errands,Weekday,within,low income,Others,No
5381,Outer Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",Black,NO car,Personal errands,Weekend,outside,low income,Others,Yes
5382,Southern Bronx,Southern Bronx,Male,"Less than 14,999",Hispanic,own car,Medical visit (doctor's office),Weekday,within,low income,Others,No
5383,Northern Manhattan,Manhattan Core,Male,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5384,Manhattan Core,Manhattan Core,Male,"100,000− 149,999",White,own car,Dining,Weekday,within,middle income,Social,Yes
5385,Southern Bronx,Manhattan Core,Male,"Less than 14,999",Black,own car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5386,Southern Bronx,Southern Bronx,Female,"25,000− 34,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5387,Northern Manhattan,Northern Manhattan,Female,"200,000 and above",Black,own car,Commute to/from work,Weekday,within,high income,Work/School,No
5388,Manhattan Core,Manhattan Core,Male,"50,000 -  74,999",Hispanic,NO car,Dining,Weekday,within,low income,Social,Yes
5389,Northern Manhattan,Northern Manhattan,Female,"25,000− 34,999",Hispanic,own car,School,Weekday,within,low income,Work/School,No
5390,Manhattan Core,Manhattan Core,Male," 75,000 -  99,999",White,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5391,Inner Brooklyn,Inner Brooklyn,Female,"25,000− 34,999",Hispanic,NO car,School,Weekday,within,low income,Work/School,Yes
5392,Manhattan Core,Manhattan Core,Male,"25,000− 34,999",Hispanic,own car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5393,Outer Brooklyn,Outer Brooklyn,Male," 75,000 -  99,999",Hispanic,own car,Personal errands,Weekday,within,middle income,Others,Yes
5394,Northern Manhattan,Northern Manhattan,Female,"35,000− 49,999",White,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5395,Inner Brooklyn,Inner Brooklyn,Male,"Less than 14,999",Hispanic,NO car,Social/recreation,Weekend,within,low income,Social,Yes
5396,Northern Manhattan,Northern Manhattan,Male,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5397,Outer Brooklyn,Outer Brooklyn,Male," 75,000 -  99,999",Black,NO car,Commute to/from work,Weekend,within,middle income,Work/School,Yes
5398,Manhattan Core,Manhattan Core,Male,"Less than 14,999",Hispanic,NO car,Social/recreation,Weekend,within,low income,Social,Yes
5399,Inner Brooklyn,Inner Brooklyn,Male,"50,000 -  74,999",Hispanic,own car,Social/recreation,Weekend,within,low income,Social,No
5400,Manhattan Core,Manhattan Core,Male,"100,000− 149,999",White,NO car,Social/recreation,Weekend,within,middle income,Social,No
5401,Manhattan Core,Northern Bronx,Female,"35,000− 49,999",Hispanic,own car,Social/recreation,Weekend,outside,low income,Social,Yes
5402,Manhattan Core,Manhattan Core,Female,"200,000 and above",Asian,NO car,Social/recreation,Weekend,within,high income,Social,No
5403,Outer Brooklyn,Outer Brooklyn,Female," 75,000 -  99,999",Black,own car,Other,Weekend,within,middle income,Others,Yes
5404,Inner Brooklyn,Inner Brooklyn,Female,"200,000 and above",White,NO car,Commute to/from work,Weekend,within,high income,Work/School,Yes
5405,Inner Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",Black,NO car,Personal errands,Weekend,within,low income,Others,Yes
5406,Outer Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Black,own car,Shopping,Weekend,outside,low income,Social,No
5407,Northern Manhattan,Northern Manhattan,Female,"50,000 -  74,999",White,NO car,Commute to/from work,Weekend,within,low income,Work/School,No
5408,Manhattan Core,Inner Brooklyn,Male,"200,000 and above",White,NO car,Social/recreation,Weekend,outside,high income,Social,Yes
5409,Inner Brooklyn,Manhattan Core,Male,"50,000 -  74,999",Black,NO car,Social/recreation,Weekend,outside,low income,Social,No
5410,Outer Queens,Outer Queens,Female,"15,000− 24,999",Hispanic,NO car,Personal errands,Weekend,within,low income,Others,Yes
5411,Northern Manhattan,Manhattan Core,Female,"100,000− 149,999",White,NO car,Shopping,Weekend,outside,middle income,Social,Yes
5412,Outer Brooklyn,Outer Brooklyn,Male,"100,000− 149,999",Other,NO car,School,Weekend,within,middle income,Work/School,Yes
5413,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",White,NO car,Dining,Weekend,within,middle income,Social,Yes
5414,Northern Manhattan,Northern Manhattan,Female,"Less than 14,999",Black,NO car,Commute to/from work,Weekend,within,low income,Work/School,Yes
5415,Outer Brooklyn,Inner Brooklyn,Male,"100,000− 149,999",Black,own car,Commute to/from work,Weekend,outside,middle income,Work/School,No
5416,Outer Brooklyn,Outer Brooklyn,Female,"15,000− 24,999",Black,NO car,Medical visit (doctor's office),Weekend,within,low income,Others,Yes
5417,Northern Manhattan,Northern Manhattan,Male," 75,000 -  99,999",White,NO car,Social/recreation,Weekend,within,middle income,Social,Yes
5418,Inner Brooklyn,Inner Brooklyn,Female,"15,000− 24,999",Hispanic,NO car,Dining,Weekend,within,low income,Social,Yes
5419,Manhattan Core,Manhattan Core,Male,"35,000− 49,999",White,NO car,Social/recreation,Weekend,within,low income,Social,Yes
5420,Outer Brooklyn,Outer Brooklyn,Male,"Less than 14,999",Black,NO car,Social/recreation,Weekend,within,low income,Social,Yes
5421,Manhattan Core,Manhattan Core,Male,"50,000 -  74,999",Black,own car,Social/recreation,Weekend,within,low income,Social,Yes
5422,Inner Brooklyn,Inner Brooklyn,Male,"200,000 and above",White,NO car,Commute to/from work,Weekday,within,high income,Work/School,Yes
5423,Manhattan Core,Manhattan Core,Female,"35,000− 49,999",White,NO car,Social/recreation,Weekday,within,low income,Social,Yes
5424,Southern Bronx,Southern Bronx,Female,"Less than 14,999",Hispanic,NO car,Social/recreation,Weekday,within,low income,Social,Yes
5425,Inner Brooklyn,Inner Brooklyn,Female,"100,000− 149,999",White,NO car,Shopping,Weekday,within,middle income,Social,Yes
5426,Inner Brooklyn,Manhattan Core,Male,"150,000− 199,999",White,NO car,Personal errands,Weekday,outside,high income,Others,Yes
5427,Staten Island,Staten Island,Female,"15,000− 24,999",Other,NO car,Shopping,Weekday,within,low income,Social,Yes
5428,Inner Brooklyn,Inner Brooklyn,Male,"Less than 14,999",Black,NO car,Shopping,Weekday,within,low income,Social,Yes
5429,Outer Brooklyn,Outer Brooklyn,Male,"25,000− 34,999",Black,own car,Business,Weekday,within,low income,Work/School,No
5430,Southern Bronx,Southern Bronx,Female,"50,000 -  74,999",Black,NO car,Social/recreation,Weekday,within,low income,Social,No
5431,Outer Brooklyn,Outer Brooklyn,Male,"50,000 -  74,999",Hispanic,NO car,Social/recreation,Weekday,within,low income,Social,No
5432,Inner Brooklyn,Inner Brooklyn,Male,"50,000 -  74,999",Black,NO car,Shopping,Weekday,within,low income,Social,Yes
5433,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5434,Outer Brooklyn,Outer Brooklyn,Male,"100,000− 149,999",Black,own car,Shopping,Weekday,within,middle income,Social,No
5435,Outer Brooklyn,Outer Brooklyn,Female,"35,000− 49,999",White,own car,Commute to/from work,Weekday,within,low income,Work/School,No
5436,Inner Brooklyn,Inner Brooklyn,Female,"150,000− 199,999",Hispanic,own car,Commute to/from work,Weekday,within,high income,Work/School,Yes
5437,Outer Brooklyn,Outer Brooklyn,Female,"25,000− 34,999",White,NO car,Shopping,Weekday,within,low income,Social,Yes
5438,Outer Brooklyn,Manhattan Core,Male,"Less than 14,999",Black,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5439,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5440,Outer Brooklyn,Outer Brooklyn,Male,"35,000− 49,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5441,Staten Island,Outside of NYC,Male,"50,000 -  74,999",Other,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
5442,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5443,Middle Queens,Outside of NYC,Male,"15,000− 24,999",Asian,own car,Shopping,Weekday,outside,low income,Social,No
5444,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5445,Southern Bronx,Southern Bronx,Female,"15,000− 24,999",Black,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
5446,Middle Queens,Inner Queens,Female,"35,000− 49,999",White,own car,School,Weekday,outside,low income,Work/School,Yes
5447,Inner Brooklyn,Inner Queens,Female,"100,000− 149,999",White,NO car,Social/recreation,Weekday,outside,middle income,Social,Yes
5448,Staten Island,Staten Island,Male,"50,000 -  74,999",White,own car,Commute to/from work,Weekday,within,low income,Work/School,No
5449,Southern Bronx,Northern Bronx,Male,"100,000− 149,999",Black,own car,Commute to/from work,Weekday,outside,middle income,Work/School,No
5450,Outer Queens,Outer Queens,Female,"25,000− 34,999",Black,own car,Commute to/from work,Weekday,within,low income,Work/School,No
5451,Northern Manhattan,Northern Manhattan,Female,"35,000− 49,999",Black,NO car,Shopping,Weekday,within,low income,Social,Yes
5452,Southern Bronx,Manhattan Core,Female,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5453,Outer Brooklyn,Inner Queens,Female,"50,000 -  74,999",Hispanic,own car,Social/recreation,Weekday,outside,low income,Social,No
5454,Outer Brooklyn,Inner Brooklyn,Female,"200,000 and above",Hispanic,own car,Commute to/from work,Weekday,outside,high income,Work/School,No
5455,Inner Brooklyn,Inner Brooklyn,Male,"Less than 14,999",Hispanic,NO car,Shopping,Weekday,within,low income,Social,Yes
5456,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",White,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5457,Outer Brooklyn,Outer Brooklyn,Female,"200,000 and above",White,NO car,Commute to/from work,Weekday,within,high income,Work/School,No
5458,Inner Brooklyn,Inner Brooklyn,Male,"50,000 -  74,999",White,own car,School,Weekday,within,low income,Work/School,Yes
5459,Northern Manhattan,Northern Manhattan,Female,"50,000 -  74,999",White,NO car,Social/recreation,Weekday,within,low income,Social,Yes
5460,Manhattan Core,Manhattan Core,Female,"Less than 14,999",Asian,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5461,Staten Island,Staten Island,Female,"100,000− 149,999",White,own car,Personal errands,Weekday,within,middle income,Others,No
